step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
821,0.0873,0.9774,,
822,0.0534,0.97403,,
823,0.31573,0.93651,,
824,0.21581,0.94737,,
825,0.23281,0.94286,,
826,0.11828,0.96552,,
827,1.0222,0.77632,,
828,0.21644,0.94667,,
829,0.0461,1.0,,
830,0.63956,0.84426,,
831,0.04905,0.96429,,
832,0.59838,0.85714,,
833,0.23163,0.93333,,
834,0.15357,0.96491,,
835,0.21327,0.89796,,
836,0.0326,0.97794,,
837,0.32437,0.92157,,
838,0.0438,1.0,,
839,0.17549,0.92,,
840,0.1775,0.95238,,
841,0.42065,0.92683,,
842,0.8122,0.81013,,
843,0.05563,1.0,,
844,0.88469,0.86885,,
845,0.41824,0.90244,,
846,1.05212,0.78161,,
847,0.66837,0.85366,,
848,1.32743,0.67521,,
849,0.03431,0.97436,,
850,0.17002,0.93333,,
851,0.44928,0.90351,,
852,0.11952,0.96774,,
853,0.02053,0.9875,,
854,0.14543,0.97468,,
855,0.11926,0.96774,,
856,0.16186,0.94631,,
857,0.28215,0.86957,,
858,0.51852,0.87179,,
859,0.13654,0.91892,,
860,0.59719,0.87755,,
861,1.01787,0.8,,
862,0.20942,0.93939,,
863,0.07802,0.95238,,
864,0.03893,0.9932,,
865,0.24991,0.89041,,
866,0.19504,0.96552,,
867,0.38186,0.88235,,
868,0.4338,0.90769,,
869,0.10549,0.98413,,
870,0.25531,0.90625,,
871,0.04882,0.97959,,
872,0.01732,0.99038,,
873,0.24666,0.92537,,
874,0.66656,0.83846,,
875,0.73393,0.82734,,
876,0.22219,0.95238,,
877,0.07904,0.95833,,
878,0.27647,0.94175,,
879,0.27793,0.89474,,
880,0.07108,0.98529,,
881,0.07122,0.96552,,
882,0.18251,0.94853,,
883,0.32236,0.94972,,
884,0.69155,0.83019,,
885,0.06159,0.98413,,
886,0.27157,0.92857,,
887,0.6041,0.85484,,
888,0.09502,0.97333,,
889,0.11441,0.93023,,
890,0.11771,0.96,,
891,1.11959,0.76556,,
892,1.16765,0.75455,,
893,0.05663,0.96842,,
894,0.28806,0.90698,,
895,0.46105,0.84211,,
896,1.76071,0.58704,,
897,0.23221,0.92523,,
898,0.83472,0.81818,,
899,0.15573,0.94286,,
900,0.17421,0.94286,0.20037,0.96111
901,0.09254,0.94444,,
902,0.05848,0.95745,,
903,0.03568,0.98165,,
904,0.6045,0.88776,,
905,0.71843,0.86047,,
906,1.10529,0.75172,,
907,0.6604,0.84397,,
908,0.02278,0.98684,,
909,0.18418,0.94836,,
910,0.03082,0.98113,,
911,0.58741,0.82609,,
912,0.06323,0.97826,,
913,0.06754,0.94737,,
914,2.89869,0.36047,,
915,0.09875,0.93548,,
916,0.09048,1.0,,
917,0.03633,0.98413,,
918,1.16655,0.75676,,
919,0.17497,0.94355,,
920,0.66146,0.83099,,
921,1.18777,0.77378,,
922,0.62537,0.87059,,
923,0.03287,1.0,,
924,0.15978,0.94872,,
925,0.8274,0.875,,
926,0.07432,0.97674,,
927,0.02469,1.0,,
928,0.14801,0.96296,,
929,0.03618,1.0,,
930,0.10961,0.98113,,
931,0.96157,0.85393,,
932,0.52804,0.86207,,
933,0.05526,0.97959,,
934,0.09487,0.96053,,
935,0.0988,0.94521,,
936,0.2695,0.90909,,
937,0.25449,0.91176,,
938,0.1517,0.97101,,
939,0.03896,0.98425,,
940,0.12424,0.96875,,
941,0.13923,0.97303,,
942,1.61651,0.6092,,
943,2.55393,0.47636,,
944,0.01907,0.99083,,
945,2.38112,0.50276,,
946,0.22343,0.97297,,
947,0.93084,0.78947,,
948,1.02613,0.80189,,
949,0.67983,0.85366,,
950,0.14845,0.96053,,
951,0.11506,0.96429,,
952,0.29374,0.90625,,
953,0.114,0.95652,,
954,0.1067,0.95652,,
955,0.97544,0.79121,,
956,0.02162,0.98734,,
957,0.97933,0.78431,,
958,0.10361,0.98095,,
959,0.68807,0.83203,,
960,0.29705,0.93548,,
961,1.74665,0.56322,,
962,2.1806,0.52417,,
963,1.39002,0.7197,,
964,0.53607,0.87273,,
965,0.07619,0.97561,,
966,0.18745,0.94565,,
967,0.21461,0.95714,,
968,0.05028,0.98958,,
969,0.05117,1.0,,
970,0.15516,0.96875,,
971,0.34771,0.90909,,
972,0.05253,1.0,,
973,0.06659,0.95238,,
974,0.33999,0.96774,,
975,0.16047,0.9604,,
976,0.13495,0.98485,,
977,0.23377,0.89189,,
978,0.21474,0.9322,,
979,0.2317,0.93548,,
980,0.31941,0.90533,,
981,0.28105,0.91892,,
982,0.13024,0.9703,,
983,0.01685,1.0,,
984,0.32205,0.9,,
985,0.29152,0.93684,,
986,0.05786,0.97436,,
987,0.02392,0.98592,,
